"CODIGO","pH","DBO","E_coli","nitro_amon","nitro_kjeldahl","nitro_total","fosforo_total","temp_agua","turbidez","solidos_totais","oxigenio_dissolvido","Condutividade"
"87398950",6.7,3,590,0.59,NA,1.43,0.256,25.9,89,150,3.6,127.4
"87398500",6,1,2000,0.91,1.41,1.41,0.135,18.5,87,106,10.3,68
"87398900",6.6,4,326,0.57,NA,1.87,0.198,30,138,185,4,31.4
"87409900",6.7,5,128,NA,5.45,5.45,0.748,25,13,131,2.2,220
"87398950",6.1,1,272,NA,1.02,1.02,0.103,19,84,130,4.9,46
"87398950",6.6,2,12800,NA,1.46,1.46,0.0883,29,19,107,4.3,56
"87405500",7,2,16,1.04,1.77,1.77,0.255,19,50,110,1.9,135
"87398950",6.8,1,7.2,NA,1.83,1.83,0.111,25.1,144,116,3.8,NA
"87398980",6.3,1,400,0.14,1.07,1.07,0.114,26.1,176,176,8.3,72.6
"87398950",7,1,240,NA,1.19,1.19,0.0897,28,52,67,2.8,70
"87398900",6,1,132.8,0.29,0.99,0.99,0.156,22.6,69,86,4,48.5
"87398900",6.5,1,336,0.056,0.586,0.586,0.104,14.5,49,62,4,31
"87398500",7,2,12800,NA,1.07,1.07,0.118,16,27,104,5.4,10
"87398900",6.5,1,72,0.39,1.54,1.54,0.101,25.6,120,149,4.8,64.4
"87405500",6.9,64,12.8,NA,11.7,11.7,0.916,16,58,239,0.5,311
"87398980",6.8,1,9600,0.11,0.91,0.91,0.089,23.2,77,96,7.8,70.5
"87398900",6.5,1,108,0.19,1.04,1.04,0.11,22.8,64,96,3,13.7
"87405500",6.6,4,40,NA,4.01,4.01,0.384,22.7,56,142,1.9,100
"87398500",6.2,2,1360,NA,1.15,1.15,0.146,18.2,96,138,5.1,55
"87406900",6.3,1,38.4,1.13,1.91,1.91,0.251,19.1,80,113,3.8,95.7
"87405500",6.3,5,32,5.06,5.56,5.56,0.464,27.9,48,172,1.7,226
"87398900",6.5,3,150,0.352,NA,2.512,0.458,23.4,460,489,6.7,117.9
"87398980",6.1,1,168,0.25,0.79,0.79,0.119,22,50,70,3.3,45.4
"87398980",6.3,1,136,0.092,1.022,1.022,0.139,18.2,118,132,6.1,74
"87398950",6.7,1,10400,NA,0.91,0.91,0.0778,12,35,92,7,90
"87409900",6.5,7,12.8,NA,5.14,5.14,0.565,22,27,122,1,168.5
"87409900",5.9,2,64,NA,1.63,1.63,0.143,23.7,54,80,2.3,88
"87398900",6.5,1,640,0.32,1.24,1.24,0.137,26.6,109,122,7.2,50.7
"87398900",6.3,1,7760,1.13,1.9,1.9,0.0646,14.2,56,81,7.6,35.9
"87398980",6,1,152,0.14,0.64,0.64,0.0518,18.5,25,60,2.8,72
"87398500",6.3,2,130,0.22,NA,1.19,0.112,25.4,68,77,2.2,91.5
"87398500",6.7,1,400,0.18,0.88,0.88,0.0446,24.2,44,93,2.8,21
"87398900",6.7,1,866,0.38,NA,1.26,0.082,27.2,106,105,6.3,49.2
"87398950",5.4,1,10400,NA,0.56,0.56,0.0367,14,19,61,9.4,40
"87398900",5.6,1,1040,NA,0.93,0.93,0.106,18.7,81,130,6.3,45
"87398500",6.5,1,900,0.15,NA,0.64,0.123,20,40,96,3.8,108.9
"87398950",7.2,2,1560,NA,1.57,1.57,0.195,25.9,39,110,2.9,115
"87398500",6.9,2,1280,0.25,0.98,0.98,0.183,18,65,135,3.7,65.5
"87398980",5.3,1,160,0.2,1.65,1.65,0.124,20.3,83,118,5.1,73.2
"87398900",6.6,1,88,NA,1.19,1.19,0.0737,29,55,64,2,70
"87405500",6.3,4,57.6,2.65,4.14,4.14,0.393,19,143,151,4.2,126.2
"87406900",6,2,136,0.91,2.65,2.65,0.291,19.3,66,134,3.4,98.4
"87405500",8,4,6.4,1.24,2.27,2.27,1.31,18.8,85,183,2.7,111.5
"87405500",6.7,5,48,0.86,2.04,2.04,1.36,19.8,77,72,3,103
"87398900",5.8,2,4160,0.24,1.13,1.13,0.0979,29.4,95,121,4.9,71.2
"87406900",6.7,3,57.6,0.86,2.1,2.1,0.462,22.5,66,103,2,86.2
"87409900",6.4,3,40,NA,4.34,4.34,0.464,20,21,138,1.7,104
"87398900",6,1,640,0.18,1.13,1.13,0.01,19.1,97,118,4.7,56
"87398500",6.3,1,640,0.21,0.92,0.92,0.0751,18.7,69,116,4,68.3
"87398980",5.4,1,246.4,0.21,0.9,0.9,0.112,22.7,96,139,5,77.4
"87398900",6.5,1,240,0.17,2.71,2.71,0.229,24.2,460,325,7.3,54.2
"87398900",6.8,1,184,0.28,1.53,1.53,0.116,27.3,72,167,2.7,76.2
"87398900",6.4,1,560,0.33,1.82,1.82,0.17,21.5,230,293,8.3,76
"87405500",6.2,2,32,0.57,1.07,1.07,0.941,18.1,48,68,3.1,67.9
"87406900",6.4,4,78.4,1.44,2.48,2.48,0.373,23,90,125,2.1,101.8
"87398980",6.2,1,8800,0.21,0.71,0.71,0.124,22.7,36,60,5.4,47.3
"87398500",6.8,1,240,0.14,NA,1.18,0.122,23.6,79,127,3,87.5
"87398900",6,1,104.8,0.19,0.84,0.84,0.0762,22.4,59,62,2.6,52.9
"87398900",6.6,1,720,0.16,1.17,1.17,0.0678,19.5,50,81,3.2,77
"87398500",6.6,2,720,NA,0.92,0.92,0.0867,22,35,70,2,80
"87398980",6.1,1,88.8,0.1,0.6,0.6,1,18,33,48,4.6,55.7
"87398500",6.3,1,232,0.25,1.52,1.52,0.131,19.7,75,112,3.4,92.3
"87398500",6.5,2,581.6,0.25,1.43,1.43,0.145,22.6,105,124,4.6,66.6
"87409900",6.2,6,192,NA,4.08,4.08,0.421,23.6,60,85,1.8,117
"87398900",6.7,1,184,0.06,NA,0.94,0.137,19,109,123,5,NA
"87405500",5.8,2,632,0.3,NA,1.12,0.013,16.2,53,83,2.9,47
"87398500",5.3,1,88,0.28,0.78,0.78,0.0483,24.8,28,72,2.6,83.6
"87398500",5.5,2,720,0.08,1.6,1.6,0.187,23.5,153,150,7.1,109
"87398980",6.5,1,124,0.11,0.65,0.65,0.589,21,45,75,3.3,9.4
"87398500",5,3,168,0.13,1.32,1.32,0.305,28.8,49,79,3,78.1
"87398500",6,2,70,0.39,NA,1.98,0.191,25,174,183,3.9,82.3
"87398980",6.3,1,208,0.19,0.99,0.99,0.0954,26,136,96,4.4,72.5
"87398950",6.2,2,17600,NA,1.02,1.02,0.0737,25,59,94,4.6,60
"87398500",5.5,2,1280,0.23,1.21,1.21,0.124,18.1,116,136,7.3,57
"87398500",6.4,2,560,0.32,2.7,2.7,0.296,21,432,360,6.1,79
"87409900",5.8,3,64,NA,3.33,3.33,0.32,21.5,46,85,1.9,97
"87405500",6.5,2,1200,0.48,NA,1.52,0.267,15.5,79,133,4,61.1
"87398950",5.9,1,240,NA,0.95,0.95,0.0636,24.5,51,75,2.5,51
"87398500",6.2,2,27200,0.21,1.26,1.26,0.186,19,83,140,7.3,87.2
"87398500",6.9,1,12000,0.16,2.26,2.26,0.111,14,84,89,7.1,41.2
"87406900",6.5,10,136,3.95,4.8,4.8,0.547,19,146,166,2.8,152.1
"87398900",6,1,720,0.2,1.06,1.06,0.179,18.7,73,105,4.3,67.4
"87398500",6.3,13,652.8,0.22,3.81,3.81,0.308,18.4,147,236,3.1,159.5
"87398980",5.9,1,640,0.29,1.07,1.07,0.114,21,107,128,6.2,55.4
"87398900",6.2,1,800,0.37,1.28,1.28,0.185,29.2,90,104,3.7,51.2
"87398900",5.8,1,80,0.18,1.15,1.15,0.134,27.2,190,251,4.5,82.1
"87409900",6.8,7,2400,NA,5.56,5.56,0.625,33,51,171,2.3,210
"87398500",6.6,1,256,0.29,0.83,0.83,0.322,22.8,72,102,3.2,NA
"87398980",6.3,1,224,0.19,0.19,0.19,0.0872,25.2,69,83,2.2,45.8
"87398900",6.6,1,1280,0.25,0.98,0.98,0.111,22,96,129,3.9,44
"87406900",6.5,8,68.8,0.97,2.59,2.59,1.31,19.9,71,120,1.9,123.9
"87398950",6.7,1,12800,NA,1.14,1.14,0.0879,22.7,56,127,4.9,NA
"87398500",5.6,3,640,NA,1.34,1.34,0.132,27.2,67,122,2.3,86.2
"87398980",6.2,1,25600,0.13,0.63,0.63,0.153,22.1,50,98,6.4,46.4
"87409900",6.6,15,128,NA,6.24,6.24,0.803,27,50,144,0.8,210
"87406900",6.3,5,16,3.37,3.37,3.37,0.598,29,46,113,0.7,178.9
"87398500",6.6,1,1520,0.6,1.1,1.1,0.166,16.4,111,172,6.7,76.2
"87405500",6.8,4,72.8,2.66,3.96,3.96,0.406,23.3,58,146,1.1,32.2
"87409900",6.8,12,12.8,NA,10.8,10.8,1.42,17.5,16,175,0.8,317
"87405500",6.1,7,7400,1.35,NA,2.22,0.345,19.6,75,122,3.5,107.4
"87406900",6.5,8,240,3.7,7.07,7.07,0.668,23.1,135,156,3.2,153
"87406900",6,4,56,0.27,0.77,0.77,1.27,18.2,46,77,2.2,81.2
"87398500",6.4,3,240,NA,1.31,1.31,0.143,30.1,75,104,1.1,81.8
"87405500",5.8,7,288,4.76,6.72,6.72,0.944,31.4,81,133,2.5,184.4
"87405500",5.9,8,152,1.3,3.3,3.3,0.591,17.5,341,341,3.7,108.6
"87405500",6,5,9000,2.62,NA,3.66,0.378,19.6,57,125,4,144
"87406900",5.7,3,272,1.71,2.97,2.97,0.311,22,65,130,2.3,135
"87398900",6.9,1,201,0.31,NA,2.24,0.242,24,247,192,4.2,110.7
"87409900",6.5,25,128,NA,4.95,4.95,0.54,26,54,110,0.1,140
"87405500",6.5,1,14000,0.43,NA,1.52,0.148,12,35,98,5.5,72.2
"87398980",5.3,2,456,0.3,1.85,1.85,0.189,24.5,133,194,4.9,80.7
"87405500",5.8,11,12800,3.68,5.14,5.14,0.674,14.6,48,112,4.1,138.2
"87406900",6.8,8,19.2,4.72,10.2,10.2,0.709,24.5,47,144,0.5,35
"87398900",6.4,1,1920,0.15,0.74,0.74,0.032,17.5,49,78,2.6,44
"87406900",6.4,1,15000,0.729,NA,1.939,0.175,12,35,102,5.6,78.5
"87406900",6.3,3,56,1.68,3.39,3.39,1.19,24.4,81,111,2.3,92.5
"87409900",6.9,23,240,NA,14.8,14.8,0.711,25,53,112,0.5,60
"87398980",6.2,2,14400,0.3,1.19,1.19,0.118,24.5,190,128,6.1,11.3
"87406900",6.5,7,192,2.4,3.83,3.83,0.47,22.8,164,219,2.2,124.2
"87405500",6.5,4,7700,0.77,NA,2.2,0.358,20.5,67,110,3.1,75.6
"87409900",6.1,6,128,NA,13.5,13.5,0.634,22,25,157,1.2,200
"87405500",6.6,9,7.2,NA,9.7,9.7,0.862,14.9,38,147,0.3,248
"87405500",6.3,3,31.2,3.02,3.02,3.02,0.584,27.8,54,106,0.8,159.6
"87405500",6.7,4,24,NA,4.5,4.5,0.418,25,62,162,0.5,260
"87406900",7.3,4,40,1.75,2.77,2.77,2.74,23.8,75,138,2,129.8
"87398950",6.4,3,510,NA,1.98,1.98,0.188,23,260,301,2.9,134.2
"87405500",5.5,1,18400,NA,1.41,1.41,0.168,15,57,70,7.1,62
"87406900",6.7,4,20000,1.39,NA,2.72,0.304,22,70,141,3.5,134.1
"87398500",7.5,2,400,0.34,2.96,2.96,0.449,19.5,392,510,4.9,77
"87405500",6.4,6,136,NA,4.95,4.95,0.489,26,50,133,0.6,150
"87405500",6.4,4,10.4,NA,4.67,4.67,0.408,25.8,49,79,0.2,NA
"87409900",6.8,7,128,NA,7.94,7.94,0.744,17.3,27,132,0.6,228
"87409900",5.8,4,2400,0.78,2.24,2.24,0.413,15.5,97,157,3.5,70.8
"87405500",6.7,3,13000,1.12,NA,2.48,0.274,21.5,76,154,3.3,111.1
"87409900",6.8,2,46000,NA,2.76,2.76,0.416,12,45,121,5.7,92.3
"87409900",6.5,4,55000,0.58,NA,2.05,0.203,17.1,59,118,3.6,99.4
"87398900",5.5,2,80,0.24,1.33,1.33,0.208,30.5,152,173,2.5,94.3
"87405500",6.6,2.3,8800,0.711,NA,1.31,0.317,21.5,61,107,3,70.8
"87405500",6.8,4,36.8,0.55,3.25,3.25,0.711,20,53,78,0.5,104.2
"87406900",6.7,7,1120,4.65,NA,6.18,0.657,32,57,175,1.1,187.4
"87398500",6.4,2,560,0.24,0.74,0.74,0.422,26.2,120,160,3.1,84
"87398980",6.6,1,18400,0.21,1.07,1.07,0.0846,25,175,215,6.3,70.3
"87405500",7.1,4,74.4,5.64,7.61,7.61,0.559,28.7,60,155,0.6,172.5
"87398950",6.6,1,960,NA,1.34,1.52,0.171,32,76,133,1.7,84.2
"87398500",6.7,1,1040,0.15,1.11,1.11,0.0595,17,109,116,3.5,138
"87406900",6.2,10,29000,1.88,NA,2.8,0.442,19.5,74,165,2.8,123.9
"87405500",6.4,2,32800,0.038,0.968,0.968,0.104,14.2,52,76,3.5,47.9
"87405500",7,11,1046,8.74,NA,11.8,0.54,17.8,32,210,0.7,349
"87406900",6,8,1600,4.31,NA,5.33,0.599,19.6,53,137,1.4,208
"87405500",7.2,7,2400,4.79,NA,6.49,0.655,20,64,209,1.6,224
"87409900",6.6,10,128,NA,10.6,10.6,1.31,16.2,23,136,0.7,258
"87398900",6,2,59,0.66,NA,2.34,0.262,25,213,204,2,32.8
"87405500",6.7,6,2400,3.23,NA,6.18,0.548,32,66,181,1.3,171.4
"87406900",6.2,23,328,9.84,11.3,11.3,0.687,21,57,183,0.3,244
"87405500",7,9,7000,16.92,NA,20.02,1.54,23.3,36,322,3.5,128.8
"87398900",5.5,1,1920,0.18,0.9,0.9,0.0616,19,54,90,2.6,80
"87409900",6.1,2,6320,0.4,NA,1.29,0.213,15.7,49,85,2.4,65.7
"87405500",6.8,8,2300,4.54,NA,5.6,0.663,21,62,177,1.2,163.2
"87406900",7.3,8,152,0.25,4.63,4.63,0.668,20.3,56,88,0.1,142.1
"87398500",5.9,2,640,NA,2.78,2.78,0.289,24.9,461,444,3.8,66
"87398500",6,1,50,0.32,NA,1.66,0.083,24.4,42,107,0.4,19.9
"87398900",5.5,1,7200,0.17,1.29,1.29,0.113,18.9,143,146,6.5,36.2
"87405500",6.5,8,304,5.6,10.4,10.4,0.801,29.2,55,146,0.6,195.9
"87398500",6.4,2,64,NA,2.86,2.86,0.196,25.1,296,358,1.5,NA
"87405500",6.6,18,152,17.7,21.6,21.6,1.94,29.5,45,276,0.7,560
"87409900",6.8,12,104,NA,6.2,6.2,0.819,26.1,45,381,0.1,NA
"87406900",5.8,8,208,0.93,1.43,1.43,0.967,17.3,284,259,2.2,118.4
"87409900",6.7,14,325000,18.8,NA,36,1.7,23.9,45,251,6,498.4
"87405500",6.3,4,176,NA,5.74,5.74,0.509,27.1,51,131,0.4,187
"87406900",6.8,1,28800,0.035,0.975,0.975,0.111,14,54,87,3.4,49.3
"87406900",6.4,4,34500,1.47,NA,4.85,0.301,20.8,69,117,2.8,95.9
"87398500",5.8,1,144,0.23,1.24,1.24,0.146,23.2,57,88,0.8,84.7
"87409900",6.8,8,1046,NA,8.46,8.46,0.836,18.7,40,196,0.7,281
"87405500",6.5,3,12800,1.68,3.15,3.15,0.208,19.9,63,125,1.8,176
"87405500",6.9,8,184,5.04,8.4,8.4,0.644,18.9,55,151,0.1,204
"87405500",5,3,24,NA,3.42,3.42,0.309,30,46,105,0.4,121
"87405500",6.6,5,192,5.62,7.02,7.02,0.316,26.6,80,142,0.2,180.9
"87405500",6.7,8,400,NA,6.24,6.24,0.74,22,41,120,0.1,170
"87406900",6.7,16,784,8.71,10.4,10.4,0.386,25.8,77,252,0.1,229
"87405500",6.3,4,1280,3.17,5.13,5.13,0.387,18.6,115,188,2.2,93
"87409900",6.9,8,400,NA,6.95,6.95,0.752,25,51,143,0.1,270
"87405500",6.6,17,240,13.7,15.8,15.8,1.51,29.3,51,226,0.3,391
"87406900",6,3,26400,0.6,NA,1.46,0.409,16.6,49,107,2.5,77.3
"87405500",5.9,3,104,6.07,11.6,11.6,0.828,30.3,71,130,0.9,115.1
"87406900",6.9,17,980,11.3,NA,14.4,1.58,18.3,41,221,0.5,375
"87409900",6.1,7,128,NA,9.5,9.5,0.69,22,61,161,0.1,146
"87409900",7.3,1,36000,NA,3.35,3.35,0.317,21.5,60,139,3.2,156.2
"87406900",6.9,19,470000,6.2,NA,8.74,1.08,18.6,49,165,2.3,276
"87406900",6.6,5,12800,2.74,3.99,3.99,0.442,20,69,132,1.3,224
"87405500",6.9,2,1280,2.34,NA,3.26,0.386,21.6,104,168,2,126.8
"87409900",6.5,4,45000,1.48,NA,6.05,0.371,20.6,68,115,2.2,101.9
"87406900",6.7,19,650000,10.2,10.9,10.9,0.68,20.4,81,132,2.1,292
"87406900",6.9,26,1360,7.28,11.2,11.2,1.15,19.2,59,194,0.1,262
"87405500",6.7,11,720,NA,10.87,10.87,1.18,24,44,79,0.2,30
"87406900",6.7,19,248,26,29.1,29.1,1.7,26.8,39,260,0.2,533
"87406900",6.4,24,688,14.3,18.9,18.9,2.13,30.1,76,241,0.5,434
"87398980",6.7,1,550,0.34,NA,1.53,0.086,23.4,176,228,1.2,26.3
"87406900",6.9,6,192,7.61,10.7,10.7,0.807,29.3,67,160,0,196.2
"87409900",6.5,3,5000,2.32,NA,7.2,0.509,28.5,38,105,0.7,160.7
"87406900",6.7,5,12800,2.91,NA,4.72,0.513,21.6,93,167,1.1,148.9
"87409900",4.5,3,128,NA,4.37,4.37,0.378,30,43,100,0.5,133
"87406900",7.1,6,80000,5.07,NA,5.92,0.641,20,49,193,1.2,240
"87406900",6.4,15,249000,21.2,NA,25,1.26,24.2,54,219,2.5,354.5
"87406900",6.9,15,73000,9.58,NA,13,1.13,22.3,45,226,1.1,403
"87405500",6.7,11,490000,9.31,16.2,16.2,0.757,20.5,60,137,1.6,325
"87406900",6.7,7,74000,4.66,NA,5.88,0.764,22,83,129,1.1,164.7
"87409900",6.9,15,460000,16.6,21.5,21.5,1.57,20.6,45,163,1.6,425
"87398950",7.5,1,920,NA,NA,NA,0.119,26,63,98,2.8,160
"87405500",6.9,5,24000,4.02,NA,5.2,0.699,24,139,204,1,195.6
"87406900",7,17,380000,18.61,NA,23.12,3.49,23.3,60,289,1.3,119.9
"87409900",6.5,15,19000,NA,15.8,15.8,1.19,24,102,303,0.3,454
"87406900",7.4,9,410000,16.6,NA,19.4,2.27,26.4,48,670,0.8,444
"87409900",6.5,6,55000,NA,NA,NA,0.351,27,53,131,1.2,142
"87398500",6.37,7,816.4,0.198,1.19,1.19,0.264,25,10.9,NA,3.11,107.9
"87398900",6.44,2,79.4,0.245,0.827,0.827,0.408,26.7,73.6,NA,4.88,79.7
"87398950",6.63,2,272,0.678,1.05,1.05,0.346,24.22,45,NA,3.9,93.5
"87398980",6.37,2,727,0.334,0.643,0.643,0.207,23.3,19.2,NA,6.1,73
"87405500",6.86,11,NA,4.4,4.4,4.4,0.721,24.67,26,NA,0.25,219.1
"87406900",6.88,15,NA,5.69,6.91,6.91,0.81,24.5,23,NA,0.29,235.6
"87409900",6.82,12,NA,6.21,8.16,8.16,1.03,25.22,24,NA,0.13,244.7
"87409900",6.18,9,NA,NA,NA,NA,NA,21,NA,NA,0.38,170
"87409900",6.3,6,128,NA,NA,NA,0.485,26,12,143,2.3,90
"87405500",6.6,4,17.6,NA,NA,NA,0.299,27,15,127,3.7,66
"87405500",6.4,2,6.4,NA,NA,NA,0.213,25,26,110,4.4,60
"87398950",6.6,1,4,NA,NA,NA,0.113,25,21,103,7,41
"87398950",6.4,1,720,NA,NA,NA,0.118,27,16,120,5.3,44
"87405500",6.7,1,10400,NA,NA,NA,0.16,12.5,NA,123,8.3,35
"87398900",6.09,2,1760,NA,NA,NA,0.0735,21.5,NA,150,7.2,49
"87398950",6.1,2,240,NA,NA,NA,0.027,16,30,112,5.9,40
"87398500",6.34,3,240,NA,NA,NA,0.083,16,NA,115,7.01,50
"87398950",6.82,1,10400,NA,NA,NA,0.14,12,NA,93,9.3,28
"87409900",6.26,5,18.4,NA,NA,NA,0.181,20,NA,142,2.5,120
"87409900",6.2,2,18.4,NA,NA,NA,0.26,12.5,NA,144,7.8,45
"87398900",6.64,1,1760,NA,NA,NA,0.12,11,NA,97,9.5,30
"87409900",6.3,4,136,NA,NA,NA,0.389,25,20,124,2.2,84
"87409900",6.2,3,12.8,NA,NA,NA,0.131,16,34,181,5.4,50
"87398900",6.48,2,NA,NA,NA,NA,NA,21.5,NA,NA,6.9,70
"87398500",7.23,1,19200,NA,NA,NA,0.14,11,NA,94,9.1,40
"87398950",6.26,2,4,NA,NA,NA,0.0559,20,NA,107,6.02,50
"87405500",6.58,2,2.4,NA,NA,NA,0.11,13,NA,91,9.4,40
"87398950",6.69,1,NA,NA,NA,NA,NA,21,NA,NA,6.8,75
"87398500",6.58,1,192,NA,NA,NA,0.09,13,NA,85,NA,40
"87398500",6.67,3,40,NA,NA,NA,0.046,24,26,107,4.9,55
"87398950",6.2,1,240,NA,NA,NA,0.06,13.5,NA,81,10.3,30
"87409900",6.37,3,24,NA,NA,NA,0.21,13,NA,105,8.8,50
"87398900",6.8,1,64,NA,NA,NA,0.05,14,NA,70,10.3,30
"87398900",6,2,240,NA,NA,NA,0.021,16,32,128,5.4,40
"87398500",6.1,2,720,NA,NA,NA,0.0311,27,6.2,59,3.5,NA
"87398900",6.19,2,104,NA,NA,NA,0.0237,28,16,92,6.5,70
"87405500",6.3,2,2.4,NA,NA,NA,0.108,16,33,140,5.8,40
"87398950",6.31,1,12.8,NA,NA,NA,0.0461,27,19,108,4.1,80
"87405500",6.77,1.8,40,NA,NA,NA,0.079,19,NA,116,6,60
"87405500",6,3,8.8,NA,NA,NA,NA,20,NA,101,6.8,55
"87409900",6.19,3.8,104,NA,NA,NA,0.15,20,NA,120,4.8,80
"87398900",6.63,1,40,NA,NA,NA,0.0023,21,NA,96,8.02,60
"87409900",6.4,3,64,NA,NA,NA,NA,20,NA,104,4.4,70
"87398900",6,4,40,NA,NA,NA,NA,20,NA,84,7.6,40
"87398950",6.47,1,2.4,NA,NA,NA,0.048,19,NA,106,7.06,50
"87398950",6.47,1,560,NA,NA,NA,NA,20,NA,86,6.8,40
"87398500",7.02,2.4,240,NA,NA,NA,0.046,19,NA,118,7.02,85
"87409900",7,4,24000,NA,NA,NA,0.326,17.3,83,161,2.9,177
"87398950",6.7,3,1300,NA,NA,NA,0.142,15.5,67,126,5.4,88.9
"87398950",6.6,2,400,NA,NA,NA,0.31,31.2,132,164,5.2,97.1
"87398950",6,1,310,NA,NA,NA,0.367,24.9,280,269,NA,80.9
"87398950",7,1,NA,NA,NA,NA,0.126,15.7,43,46,8.9,47.8
"87398950",7.6,1,150,NA,0.978,1.378,0.036,22.2,NA,80,7.3,59.9
"87409900",NA,3,29000,NA,1.73,2.13,0.043,18,NA,119,5.9,114.2
"87409900",6.5,8,110000,NA,NA,NA,0.999,28.7,45,199,1.3,380
"87409900",7,2,NA,NA,NA,NA,0.084,16.6,70,56,6.5,56.1
"87409900",7,4,36000,NA,NA,NA,0.325,15.5,53,126,3.4,118.1
"87409900",6.5,3,NA,NA,1.62,1.62,0.205,14,NA,100,3.7,91
"87398950",7,1,NA,NA,1.76,1.76,0.0447,13.6,42,70,NA,71.1
"87398950",7.4,1,810,NA,NA,NA,0.046,13,NA,91,6.2,39.8
"87409900",6.7,4,54000,NA,NA,NA,0.043,22.7,60,99,2.3,89.7
"87398950",6.7,1,1200,NA,NA,NA,0.11,15.5,53,106,5.9,62.5
"87398950",6.8,1.2,400,NA,NA,NA,0.161,22.6,80,103,5.9,52.6
"87409900",6,9,240000,NA,NA,NA,1.16,25.6,105,203,NA,237
"87398500",6.74,4,NA,NA,NA,NA,NA,21,NA,NA,7,100
"87398500",6.8,2,176,NA,NA,NA,NA,15,NA,114,9.1,76
"87398500",6.93,3,192,NA,NA,NA,NA,18,NA,92,8.8,50
"87398500",5.9,3,136,NA,NA,NA,0.0097,28,7.1,73,5.1,150
"87398500",6.7,1,720,NA,NA,NA,0.071,24,25,129,7.5,90
"87398500",6.7,1,240,NA,NA,NA,0.0508,12,19,92,8.2,65
"87398500",6.6,2,56,NA,NA,NA,NA,12,16,74,10.8,60
"87398500",6.6,1,NA,NA,NA,NA,0.0404,17.5,19,77,8,60
"87398500",6.65,1,104,NA,NA,NA,0.031,24,9,87,6.7,43
"87398500",6.7,1,1920,NA,0.78,0.78,0.0593,18,NA,NA,7.5,39
"87398500",6.8,2,240,NA,NA,NA,0.0881,21,27,200,7.1,34
"87398500",6.6,2,104,NA,0.75,0.75,0.559,22,23,95,NA,55
"87398500",6.4,1,2400,NA,NA,NA,0.127,21,19,111,5.5,47
"87398500",7.6,3,104,NA,1.43,1.43,NA,24,NA,77,3.4,250
"87398500",6.5,1,400,NA,0.86,0.86,NA,24,11,75,5.1,72
"87398500",6.9,3,240,NA,1.32,1.32,NA,32,14,91,5,11
"87398500",6.3,4,NA,NA,1.17,1.17,NA,28,NA,100,1.7,170
"87398500",6.8,2,NA,NA,0.96,0.96,0.0863,21,67,113,5,80
"87398500",6.4,2,240,NA,NA,NA,0.121,11.7,50,93,5.4,67
"87398500",7.2,NA,4000,NA,1.44,1.44,0.147,24.8,186,174,6.5,42
"87398500",5.2,5,240,NA,NA,NA,0.068,26.5,41,57,7.8,55
"87398500",5.5,2,1360,0.18,1.27,1.27,0.106,17,147,149,NA,NA
"87398500",NA,1,144,0.17,0.71,0.71,0.0446,24,22,68,5.6,340
"87398500",7.4,NA,80,0.17,1.02,1.02,0.158,17,121,164,8.3,200
"87398500",6.9,1,168,0.085,1.335,1.335,0.181,17.5,NA,195,5.8,27
"87398500",5.6,1,400,0.11,0.65,0.65,0.0313,25,NA,72,NA,NA
"87398500",5.5,1,400,0.22,2.6,2.6,0.272,20,NA,378,10.2,NA
"87398500",6.6,2,272,0.5,3,3,0.863,20.5,NA,380,4.9,118.1
"87398500",6,1,176,0.26,1.98,1.98,0.204,14.7,NA,310,8.7,68.2
"87398500",6.5,NA,208,0.39,1.22,1.22,0.387,29.1,71,103,3.5,77.5
"87398500",6.9,1,720,0.44,NA,23.24,0.156,27,NA,412,1.9,71.7
"87398500",5.9,1,78.4,0.23,0.73,0.73,NA,25,72,94,8,NA
"87398500",6.5,NA,136,0.15,0.94,0.94,0.637,20,66,130,1.9,158.8
"87398500",NA,1,27200,0.15,0.89,0.89,0.137,16,61,125,6.8,77.7
"87398500",5.6,2,NA,0.27,1.48,1.48,0.103,22,235,216,5.3,61.7
"87398500",6.3,4,348,0.23,NA,11.93,0.156,26,72,NA,3.5,55.7
"87398500",NA,3,400,0.14,NA,1.96,0.269,20.8,244,238,4.7,74.7
"87398500",NA,2,NA,1.22,NA,3,0.16,25.1,97,130,1.1,20.9
"87398500",6.6,2,138,0.46,NA,NA,0.137,13.5,56,76,5.4,87.4
"87398500",6.8,1,NA,0.16,NA,0.96,NA,20.2,78,104,3.9,70
"87398500",5.3,3,4100,0.43,NA,2.81,NA,21.7,428,273,4.2,68.4
"87398500",NA,1,125,0.17,NA,0.9,0.055,24,23,79,2,21.3
"87398500",6.5,1,NA,0.13,NA,NA,0.157,25.2,44,118,4.2,133.2
"87398500",6.3,3,60,0.54,NA,1.29,NA,30.5,31,92,3.4,90.4
"87398500",7.2,2,1700,0.11,NA,1.04,0.122,18.5,69,96,NA,11.9
"87398500",7.1,1,NA,NA,NA,NA,0.593,16.1,52,118,5.1,125
"87398500",7.5,1,NA,0.22,NA,1.11,0.136,18,55,117,4.9,102.2
"87398500",6.5,5,290,0.155,NA,0.987,NA,28,116,136,1.7,152.9
"87398500",7.3,1,91,0.177,NA,NA,0.161,16.7,NA,85,5.6,81
"87398500",7.1,1,109,0.196,NA,NA,0.076,10,NA,90,6.5,75
